YearsExperience,Salary
4.51,36580.65
7.93,76051.99
2.7,37082.4
3.54,44046.32
3.66,34540.95
1.51,14071.17
10.21,98900.69
6.6,68334.06
2.55,29125.44
0.54,7432.72
2.19,19143.52
6.1,62877.43
1.2,10531.92
4.42,37149.4
2.82,29961.44
2.32,30641.55
3.57,34034.67
5.2,55632.68
5.23,47244.95
6.19,62042.8
7.18,74759.71
5.79,62734.17
5.63,60793.93
3.15,40943.64
4.03,42687.01
7.2,65837.31
5.67,58321.33
4.87,60347.25
2.69,30851.43
8.26,76036.95
7.94,68437.77
7.01,71545.76
5.29,61669.03
4.8,53068.39
5.28,51628.38
4.93,47660.52
4.74,40153.23
5.55,55604.81
5.31,54065.79
7.97,81116.5
3.87,42420.65
5.37,56306.99
5.17,57609.25
5.98,62554.22
5.83,63782.66
3.05,16704.34
5.42,70630.52
4.84,55542.74
3.32,31046.91
1.98,27411.0
7.17,74816.21
8.64,86492.71
4.65,42474.75
10.68,108654.93
2.33,21708.49
3.43,27684.81
4.57,44782.11
6.9,61806.73
4.89,45718.48
6.26,66895.36
2.61,29887.96
4.19,38934.28
5.74,60710.93
5.24,59584.44
0.35,5792.37
8.3,90404.25
4.32,41275.36
3.88,45265.01
3.66,39868.52
6.61,67071.96
8.27,83166.16
4.54,48816.8
1.84,20640.98
5.72,61960.18
5.58,49488.14
4.75,53878.75
0.75,2820.43
3.43,39431.56
5.2,44133.71
3.39,41998.32
4.56,46505.82
0.25,4997.11
2.88,36404.74
5.57,49201.98
5.05,49070.93
7.94,80447.47
6.54,67716.23
3.61,35134.64
5.09,38712.53
2.33,20410.3
5.66,66141.91
4.78,41821.98
5.17,53817.27
6.5,58654.67
3.7,37149.57
2.96,27485.3
5.57,59392.45
5.65,51783.05
4.66,43404.86
5.09,51961.7
3.53,36634.85
4.17,43185.94
5.85,57564.46
4.04,41469.37
3.85,44940.69
5.94,60755.3
6.76,67576.17
4.01,39367.7
2.23,17674.28
4.4,43384.27
6.93,73142.42
6.8,71388.9
6.73,68833.83
4.64,53558.14
2.78,30405.05
9.22,103772.92
6.06,60929.47
4.62,46066.88
6.56,58941.91
5.25,53271.69
5.3,49057.59
1.75,13501.94
0.89,20269.7
3.1,31694.52
6.24,59544.93
6.57,53826.02
2.94,20852.83
5.03,49964.92
3.85,34884.98
5.81,67936.68
4.98,47156.05
2.63,28537.18
2.34,24137.85
5.48,47475.96
3.59,35015.93
6.45,68745.61
7.22,68598.72
5.74,61856.27
6.46,70572.85
7.96,76127.1
3.57,41157.87
8.61,86632.44
5.98,57863.89
5.38,51330.37
6.29,62449.69
6.55,70829.31
2.97,27464.15
4.06,40048.79
4.99,56015.06
7.43,75578.59
5.77,62188.71
5.6,45859.71
6.03,59408.31
4.62,50872.53
5.15,53364.82
5.88,56153.32
5.09,62783.23
3.73,25605.9
9.25,92633.63
3.26,41905.39
1.64,12519.31
6.45,65123.75
4.79,47818.9
6.49,57118.04
3.49,39194.34
5.28,59455.36
0.31,5673.72
4.62,37515.37
8.21,88708.32
4.69,49345.75
4.73,46007.68
6.37,61612.87
3.96,42461.59
2.98,28380.32
6.26,61234.11
4.88,45570.85
6.18,65586.49
7.28,73639.65
8.86,95710.02
4.56,47032.08
8.73,90336.12
5.25,53084.2
5.41,62416.26
2.33,25686.77
3.62,39999.44
6.39,61956.85
5.73,56725.96
2.92,29929.53
5.71,56183.86
1.71,20242.76
6.75,64017.43
3.17,35431.66
3.89,35993.05
2.51,23097.34
3.8,31742.83
6.46,66755.91
9.27,94771.69
6.69,58441.5
4.08,43481.23
5.31,49391.42
8.82,90983.89
3.96,39383.25
11.4,119015.92
5.86,65758.83
6.35,56770.71
6.28,57634.57
6.22,58173.02
3.18,37932.23
10.43,101367.47
5.18,48572.28
3.55,35957.46
3.5,37465.42
3.1,25816.08
1.2,15151.15
1.29,3818.44
6.43,58074.59
3.54,39365.45
0.19,-3570.3
2.31,29158.35
8.67,83560.1
6.37,69999.24
3.39,32671.73
4.44,46753.14
4.7,44857.14
2.1,24703.9
3.29,33083.53
4.52,44790.72
8.18,89586.2
6.85,69657.2
4.92,44795.61
4.86,56739.18
4.88,47815.38
7.24,78958.98
5.74,58671.5
4.21,40429.16
5.85,64211.18
6.14,55785.16
11.26,116194.38
6.87,68047.33
3.39,35035.47
3.28,26427.72
0.99,10088.87
7.05,67608.86
4.97,54934.36
3.25,28697.1
6.72,69824.74
4.94,48203.18
3.8,41755.81
4.47,45825.94
7.2,77536.98
4.05,46944.28
7.22,70244.3
2.9,30788.55
2.82,21272.74
2.84,29235.27
4.44,45340.7
5.71,57860.9
4.16,38812.72
7.35,73679.65
7.36,73408.95
6.72,70274.63
3.05,31412.08
6.61,64596.72
6.84,79749.49
7.9,85736.61
5.17,58271.91
5.36,47742.93
1.76,16158.32
3.54,30260.41
2.28,27788.34
4.03,41472.2
6.3,66758.92
5.87,61474.24
1.89,18641.08
4.45,46480.05
4.24,45469.4
7.15,71861.9
2.51,21689.84
6.5,65494.55
7.29,84690.12
6.1,49445.23
8.09,74626.32
6.8,67283.58
3.42,33728.31
4.9,47588.61
5.91,65823.82
4.04,40662.48
7.8,83130.49
5.5,58855.61
2.46,31032.75
5.97,61923.79
6.18,62227.25
5.4,60264.84
8.01,88254.68
8.29,83536.76
1.88,24685.62
5.98,51611.9
4.34,44697.1
3.79,39519.12
6.1,66267.98
3.55,36134.34
3.61,24968.44
7.54,79154.92
4.25,38688.12
7.17,73561.19
7.23,69153.69
7.06,70878.4
5.0,50118.85
10.11,98195.58
0.24,3895.58
3.73,29456.32
5.99,48344.27
5.35,52679.11
3.94,37355.03
5.17,51383.67
4.8,46375.37
5.72,58647.01
0.44,-398.47
5.59,57814.89
6.95,68485.69
3.76,33827.07
5.88,53559.57
5.46,63183.45
1.87,10955.25
5.41,52737.77
8.45,85691.63
2.86,30448.39
11.41,109632.58
3.49,31082.23
8.75,84719.45
6.72,75323.19
6.59,56038.06
6.56,62513.46
5.37,49799.12
5.07,51569.29
1.5,15291.98
3.54,33443.53
6.7,63029.19
6.34,69312.38
5.49,60071.42
4.32,44225.42
4.8,50064.36
5.22,47315.87
4.44,41954.72
5.42,52546.27
4.02,28451.57
5.65,54202.68
2.09,20271.25
3.83,43273.14
2.8,16612.2
6.94,62327.32
5.32,50990.27
7.21,66038.42
5.41,50134.33
6.04,59371.12
6.54,60810.7
1.16,10956.61
5.37,56853.72
6.31,66043.09
4.46,35694.7
0.96,5676.94
5.23,51619.14
5.88,70657.82
5.21,38314.04
4.71,43273.6
3.3,37953.92
6.87,57069.89
4.49,46827.5
0.74,13191.01
4.46,37867.78
1.37,11789.88
3.13,36703.06
3.58,41056.01
8.07,74911.65
5.28,50726.97
7.52,71009.2
2.34,20046.53
5.97,64051.94
4.39,45779.15
1.55,16057.77
4.23,37810.74
6.16,66967.12
4.57,46212.02
4.8,49568.71
3.89,38424.05
4.61,49734.59
4.82,46368.89
6.26,68126.58
1.78,7950.21
6.06,56732.05
3.08,27369.31
2.61,24048.24
4.91,60958.3
4.56,52150.2
7.27,78897.33
7.0,72451.82
5.29,55706.26
4.55,44179.5
2.3,22050.61
5.52,55470.43
4.98,47964.76
4.03,43113.78
2.15,18281.94
5.59,50876.02
4.83,48672.09
2.19,22853.26
5.4,57698.32
3.82,31457.4
2.29,16255.65
2.68,21281.55
6.51,53383.53
1.4,6314.7
3.87,30327.18
3.21,24192.6
3.62,42047.84
5.38,51312.07
4.87,48862.4
4.32,48978.85
5.34,49676.59
4.2,36848.62
5.54,56952.73
6.18,50224.38
3.67,42991.55
6.92,66279.27
1.39,13491.05
3.66,38111.78
4.5,50554.39
7.93,74550.54
5.75,65513.67
4.75,43853.92
6.23,66743.0
7.9,74488.63
5.87,62895.59
6.02,61547.95
6.31,64119.86
3.38,29230.9
8.69,87162.74
6.69,67028.13
4.22,45850.35
3.39,31520.45
3.94,34818.29
4.97,56373.16
4.55,41657.82
2.85,40827.86
5.33,45022.98
4.91,46580.83
4.42,54299.83
9.32,87416.47
4.09,29213.11
4.79,44749.25
4.56,38228.02
3.8,40315.23
5.59,51436.54
7.45,69359.92
5.36,60667.2
8.33,79938.19
3.3,26956.31
4.68,46941.95
4.41,45057.71
7.19,71411.43
3.71,31441.1
5.45,57311.73
2.19,19004.51
3.73,37381.42
4.58,48412.29
10.69,99855.65
6.72,73559.49
6.84,68826.0
5.13,55672.17
5.63,56597.15
9.06,94323.29
3.3,25107.91
3.57,36983.34
6.66,58966.66
0.06,6548.46
4.52,41656.88
8.12,89058.01
3.35,34588.78
6.23,65059.85
3.22,29804.65
3.34,22401.32
5.92,62979.47
6.32,62918.07
4.65,43738.72
1.98,16019.52
6.78,67684.94
1.38,15890.22
8.0,89976.51
5.38,59456.87
5.11,57404.76
4.35,43675.05
4.89,46791.76
8.66,83138.65
5.76,56048.19
5.87,69885.93
3.58,33350.95
0.67,8333.98
3.92,43833.69
5.68,58471.69
6.05,59414.48
3.0,33608.16
6.05,65435.64
5.12,53645.58
6.63,69558.25
6.5,68497.9
6.38,61578.3
2.78,30318.97
3.28,31031.87
3.24,33526.01
0.86,7448.9
2.98,32062.66
5.07,44065.25
3.61,28230.49
3.44,26307.21
1.92,16863.49
6.49,74015.07
1.64,8638.38
5.82,69482.37
4.92,46740.5
5.55,47192.18
1.1,8361.03
6.4,68648.29
4.93,52629.44
4.05,46553.84
4.43,40890.87
6.69,69023.61
7.35,71307.19
4.02,42742.64
6.56,64378.42
5.36,51781.39
4.45,52008.48
3.4,25043.34
4.02,42016.0
5.28,58785.03
4.78,45650.21
4.92,46072.82
6.49,64957.19
7.17,76817.05
5.74,59218.91
4.9,51105.22
7.69,76607.82
5.46,54330.03
4.14,51442.07
6.84,57309.3
6.39,64166.54
4.41,45053.46
5.98,63861.32
5.2,50701.37
5.98,62140.4
5.76,58348.75
5.39,52012.19
-0.08,-2118.0
4.12,32167.22
4.71,49413.39
4.01,34513.82
5.44,52859.12
6.44,74931.32
1.22,12503.96
7.12,64562.66
6.18,61226.4
4.19,28515.97
6.61,64688.8
6.12,54394.74
6.74,66284.38
5.49,56708.99
5.61,53252.2
5.43,43427.73
7.07,68362.67
7.86,60897.44
1.46,13903.42
1.18,11290.37
5.65,57341.95
4.13,43290.33
2.75,30620.25
6.44,68458.86
8.23,85683.38
6.02,57744.83
4.15,43134.48
2.69,32436.62
8.69,91599.23
3.6,35010.78
7.25,77233.08
4.1,43581.09
6.4,55224.3
6.6,72641.76
4.14,34758.45
2.53,15245.55
4.73,48769.05
5.28,48934.36
6.37,59983.03
2.76,23071.68
6.36,78992.9
4.28,40139.81
5.8,53282.68
5.16,47572.23
5.16,43478.56
5.12,57646.28
5.1,44985.38
3.45,27534.58
8.91,81115.65
3.86,40572.28
6.7,61309.91
4.13,43582.76
7.91,83509.93
4.73,45466.17
5.99,56705.1
3.17,41460.39
3.59,40052.7
3.21,26726.68
3.58,34928.28
5.82,57090.35
4.21,39332.39
3.32,30936.98
11.12,109882.4
3.49,33987.99
7.71,78078.46
7.88,83788.71
7.02,73018.54
4.87,52730.1
5.76,60460.56
4.59,50459.04
3.58,30928.12
9.14,97513.68
2.54,29923.25
2.76,25625.89
3.93,42304.04
2.09,27830.14
2.3,18877.86
4.41,39940.79
5.46,51665.19
4.5,51181.95
3.41,42639.03
2.89,34323.67
3.56,34713.37
2.28,13562.81
6.0,56389.87
3.64,37799.06
4.75,42419.64
4.35,45377.85
6.8,60350.5
2.6,33167.95
8.57,85643.83
4.72,55333.91
5.48,56135.3
5.27,48510.66
3.04,32168.96
4.45,50808.06
6.0,57773.47
2.07,18816.76
7.64,68539.09
3.8,28526.07
6.12,63158.67
10.06,101057.93
5.88,64602.82
0.49,8245.45
7.89,78453.37
1.2,17463.61
3.65,36790.29
5.08,58955.47
5.2,47822.65
9.94,96784.65
5.35,52907.98
1.12,8608.34
5.12,55703.32
5.1,56389.61
6.3,67477.61
9.24,91298.35
5.64,50048.57
2.35,18019.78
5.43,53782.84
3.2,36257.93
7.52,70657.64
3.17,27778.61
6.37,61857.31
9.15,91790.13
5.63,55204.46
3.97,46825.31
9.37,92553.25
4.48,45523.12
4.21,52254.12
3.15,32019.78
4.14,39031.92
3.73,36675.53
4.01,35461.16
4.19,46018.86
6.84,65311.17
4.55,44673.79
5.02,53347.43
3.82,37555.14
8.99,85813.83
6.79,68365.72
5.78,60102.67
3.97,36215.18
2.45,38640.92
1.99,11001.94
5.61,53097.68
4.19,44488.5
3.31,40805.13
5.0,55216.3
2.88,22695.3
4.52,36058.3
5.83,58189.27
0.4,6972.7
6.21,61888.26
5.68,56428.72
1.55,17293.93
8.76,101029.56
3.57,42337.11
5.5,59358.0
5.87,63275.96
4.09,48731.97
3.36,37331.52
4.15,35562.66
9.03,91823.28
6.1,63794.7
8.92,95429.9
1.26,12700.71
6.66,64573.43
5.2,53603.76
2.24,23254.21
5.95,64891.83
5.72,56122.05
1.06,8450.91
9.05,99024.5
3.96,45286.24
10.02,99552.53
7.13,70378.7
5.22,53606.62
6.05,62383.45
5.71,59336.45
4.73,50037.47
5.46,56156.51
4.08,31300.38
6.77,69758.96
9.35,92675.29
5.21,54363.65
6.61,63328.95
2.33,28394.2
9.58,91916.49
5.52,59107.66
2.41,24674.25
7.3,74137.17
5.52,52917.49
3.16,32563.41
3.22,30989.84
2.9,23956.62
6.12,65919.93
4.79,49787.94
4.87,47875.0
6.22,61450.0
6.25,65557.54
4.39,38409.78
6.25,60633.39
5.16,49224.96
8.33,83694.93
5.1,58843.86
7.87,89105.93
4.78,46231.55
5.02,47763.08
3.92,31440.41
5.04,50651.9
5.22,48079.42
6.06,66216.42
5.9,58441.95
2.44,22516.43
2.05,16456.66
6.81,65751.21
5.92,59728.55
5.29,50323.16
7.07,67120.33
6.43,58761.26
5.19,45195.63
6.3,63855.25
5.78,47854.83
3.98,43817.8
10.91,100647.42
4.57,49701.68
4.64,46716.08
7.78,85851.81
4.32,41018.12
1.1,8269.9
5.28,53664.41
5.6,56764.8
5.13,61158.47
6.23,53056.37
7.85,74683.55
3.84,38761.98
8.9,92875.54
5.93,52858.14
4.45,33864.36
4.48,40043.07
3.98,39624.69
3.58,36647.78
3.99,38980.45
9.04,86746.18
4.93,46622.94
5.84,53657.51
4.32,47594.17
1.49,4977.95
4.16,38571.75
6.43,67579.7
3.67,47565.44
4.46,41528.56
9.37,88529.64
4.03,37761.16
6.52,68451.17
3.95,31293.39
6.49,60498.75
4.6,39534.06
4.18,40016.85
3.29,29824.77
5.98,61944.02
4.8,44789.47
7.44,69433.59
4.5,48823.53
4.17,45955.48
0.54,1238.1
3.8,28122.59
3.03,21170.65
4.73,44456.47
6.3,68877.4
4.62,48165.42
3.7,36393.26
0.76,12239.47
9.99,100144.34
2.81,27671.0
6.28,68151.42
1.49,22282.61
6.47,61341.17
6.41,67070.02
5.39,53960.71
7.41,59830.36
4.63,54804.08
4.06,38343.2
3.51,37798.37
8.37,91790.71
3.86,44707.92
6.34,61377.76
6.39,70004.96
7.91,79071.64
4.13,30282.98
3.27,31180.66
6.03,59292.18
5.2,44899.01
6.62,61437.66
5.08,44664.19
1.71,4678.82
8.3,81815.36
6.8,63106.7
3.34,37265.41
6.21,60496.06
6.14,56685.73
3.13,38028.32
6.43,61169.38
4.8,49239.73
3.63,35509.66
3.34,38184.22
0.96,10611.5
6.99,58068.29
-0.28,-5459.37
5.3,52905.31
2.32,23981.37
5.65,61449.47
5.75,60515.23
5.98,61132.8
5.38,50861.14
3.77,39926.73
5.93,51262.57
2.79,27105.57
5.89,60282.63
5.61,51946.15
6.55,67687.65
5.86,64111.56
4.18,43286.8
4.34,42217.03
3.57,35139.13
2.43,24907.64
1.75,27646.57
2.33,26350.28
4.76,59869.38
6.77,68038.76
6.08,64364.01
6.2,55273.63
-0.25,-4640.13
0.72,4450.96
4.29,45968.19
4.37,49979.81
6.9,71123.6
5.38,56818.32
3.65,32908.24
4.51,45300.46
3.59,37103.28
-1.43,-3896.25
4.41,47575.35
4.04,34817.82
5.77,51054.64
3.27,26045.59
5.25,56368.62
4.07,51788.05
1.57,18162.66
5.06,51426.42
2.66,22771.34
3.41,30900.15
5.57,65782.45
5.57,54638.64
3.85,43685.05
1.27,13098.8
3.64,41588.36
6.22,53073.02
9.41,81482.83
5.88,67653.02
6.45,62379.8
9.15,85171.06
7.0,72939.43
3.41,27154.8
5.39,55059.39
2.88,31210.51
6.96,74169.36
4.74,49836.29
1.18,15558.76
4.8,52357.71
3.4,29367.78
6.13,55094.79
6.79,74084.14
8.55,81648.91
4.51,43622.52
5.1,55681.72
4.43,43290.42
4.31,45323.71
6.32,65976.13
4.17,40908.08
6.29,57998.88
0.57,7687.89
8.83,98407.08
2.71,25848.21
3.81,31408.87
6.94,63955.63
9.34,97775.53
6.67,64037.54
1.71,10324.75
5.25,50520.46
4.11,40787.28
5.11,58614.33
5.44,53950.86
3.25,30565.56
4.81,43326.93
3.89,37255.6
7.37,75161.95
6.57,64578.98
4.84,48317.39
6.47,65994.87
7.04,67335.91
5.15,52793.69
7.96,78266.38
5.13,45752.77
1.13,17824.72
3.87,36543.03
5.26,58565.68
4.24,46332.19
3.94,35351.49
4.4,37977.29
3.97,42035.55
5.37,69249.68
6.11,70268.06
3.47,34995.94
7.12,69281.37
5.06,60156.62
7.43,80697.04
4.4,52627.02
5.41,48383.22
5.57,55792.21
1.02,15637.83
4.35,35032.04
5.45,50061.02
7.79,72284.91
3.29,32539.23
3.92,31627.74
6.57,68111.48
4.58,57666.46
8.49,88121.52
5.96,63220.03
4.15,40054.2
7.56,72790.6
2.96,26021.84
5.84,65767.74
3.67,38091.96
4.79,50683.76
4.43,44317.8
8.47,84150.44
2.31,30332.93
0.14,-278.63
4.0,30504.31
7.5,77604.83
3.89,38078.25
4.62,52180.54
7.44,82539.78
8.65,81130.28
5.73,52895.3
4.62,57218.37
1.34,10563.05
6.73,64286.69
2.56,30270.96
7.1,62269.35
8.65,90361.79
5.31,56576.77
6.16,61939.73
3.25,37602.38
7.71,73603.56
1.38,8998.13
1.78,19009.45
3.52,36974.71
4.26,45595.02
4.74,40380.36
8.5,88971.77
5.24,45551.52
7.65,73063.77
1.3,16460.41
5.89,53421.76
6.23,52243.47
7.47,72849.66
4.94,51060.11
6.15,59028.14
7.18,69357.09
4.59,40946.34
2.5,25792.7
6.67,73554.47
5.68,55804.92
3.34,33752.26
6.94,69669.52
5.44,49455.95
6.48,68543.16
2.61,23947.8
3.28,37160.84
2.56,29487.45
4.27,44609.87
7.93,82714.36
0.36,3348.9
8.16,74875.07
2.22,11944.64
2.68,39273.76
6.9,64489.85
3.85,48239.34
3.92,39375.36
5.26,48632.34
5.25,48611.17
6.12,63096.04
8.43,81212.33
6.28,60858.77
5.59,50804.59
6.62,67738.31
6.23,72519.68
1.26,15540.05
2.48,35279.7
4.67,47394.73
2.76,30069.7
6.87,73649.43
3.92,35849.56
5.27,62067.97
8.44,88994.02
4.13,41802.47
4.76,45935.02
8.91,99347.12
5.22,52886.22
6.95,63621.67
6.51,68581.59
7.37,70161.34
2.82,23544.78
7.02,81561.54
8.74,89847.83
5.19,46803.0
1.66,15510.16
6.2,56783.82
1.76,20018.39
3.1,36875.83
3.5,33518.09
4.7,48777.07
4.18,44563.68
4.55,45721.82
8.93,98093.23
5.45,52854.64
7.22,69054.59
8.34,78819.18
2.1,23624.53
2.79,18948.82
4.35,44324.6
3.23,31153.21
2.96,25894.99
6.81,69176.45
2.98,36137.38
3.16,38230.77
4.65,50657.48
8.09,77360.32
4.49,42854.4
8.0,86173.72
4.29,41237.23
4.51,43222.73
2.96,26076.23
3.35,31646.94
7.32,75774.53
4.88,46606.32
5.65,62591.73
8.0,88302.48
7.36,76406.32
4.26,50107.82
5.18,53642.95
8.16,83700.95
4.49,46769.18
5.99,56457.33
4.31,49732.74
4.49,47526.59
2.31,21658.39
7.8,79686.53
5.38,58625.38
5.22,45487.22
2.92,29688.56
6.75,63958.35
5.67,52067.29
3.07,31816.25
2.87,19310.92
7.29,69017.43
5.4,55289.59
3.29,39652.15
4.14,35641.24
3.53,39891.76
5.98,57941.42
4.54,47627.01
5.09,51612.3
6.2,63433.68
4.3,41685.87
5.67,52598.49
4.22,48651.58
4.36,36897.61
2.76,20973.19
5.55,57717.37
2.91,33657.03
3.29,34699.27
9.17,86026.52
4.62,41193.84
8.61,80524.06
6.84,75342.2
4.44,40834.19
4.93,47365.9
3.5,40961.56
4.25,41140.17
3.74,36998.13
3.98,36776.09
6.3,55803.88
4.79,49190.49
4.14,29490.33
8.39,83533.62
3.45,37064.37
4.66,48676.77
3.03,32038.77
2.3,30627.13
4.53,49246.48
5.76,44164.24
3.24,38947.22
6.29,62011.51
8.43,94244.12
2.31,22733.22
4.02,26809.74
4.14,41833.02
3.24,38824.28
7.51,69362.52
5.04,49072.07
5.46,57418.01
1.02,16672.63
6.32,64738.69
5.73,52398.31
2.02,20216.82
2.56,19916.22
3.93,38885.99
7.33,69033.63
3.49,37069.88
1.16,5682.63
2.56,18817.66
4.06,34047.18
5.65,57242.48
4.21,36660.65
8.85,92628.55
3.92,40264.29
4.42,38087.76
4.52,45751.5
7.7,79336.63
4.63,45532.7
4.78,41687.77
1.99,27949.75
2.52,30324.08
3.8,28575.92
6.28,66359.18
1.29,9168.32
9.48,94941.45
3.76,36693.76
4.4,50824.39
5.15,39094.4
4.33,34941.32
3.78,37521.8
7.29,70518.12
5.04,60415.66
2.41,15975.02
6.5,66938.57
2.21,32103.11
0.78,9792.94
4.82,47672.51
4.91,42424.27
3.25,35881.39
6.83,66023.04
3.16,39429.23
5.17,47110.4
1.23,5602.63
3.62,28150.11
4.25,37469.86
3.38,30833.91
5.47,62219.82
2.97,24068.95
7.15,76959.27
4.11,42489.42
5.88,55486.58
3.66,38726.03
9.13,91165.63
7.57,81235.41
4.8,44643.34
7.47,72334.78
6.59,61808.06
7.48,74984.2
3.84,37403.73
4.64,41464.75
4.71,52107.83
10.27,105374.96
5.48,57038.17
5.86,51583.21
4.68,35883.72
2.91,29181.23
5.65,55673.9
9.24,96239.13
4.76,49151.54
2.86,23880.72
1.52,15506.29
6.52,70625.54
8.61,90666.32
5.77,59621.91
4.12,53327.0
3.65,36929.24
6.87,63734.79
3.56,35202.9
1.11,11917.93
1.7,16681.45
2.68,26318.1
2.74,37637.24
3.4,23247.35
5.54,49502.86
7.82,84096.47
4.61,42200.89
3.83,34950.41
5.46,53861.71
8.46,94877.69
2.64,22250.04
7.06,82619.75
2.38,21449.29
7.31,81568.08
4.1,42550.08
4.15,39313.36
6.76,64082.67
3.69,37677.0
4.2,36943.62
6.41,65669.85
3.11,24482.68
9.09,97054.29
4.99,59576.46
3.03,32234.09
7.05,78015.09
7.44,71410.31
3.95,47302.77
5.11,44877.4
5.31,59524.44
4.62,48471.23
0.14,-1056.89
5.79,62000.2
3.31,39793.28
4.61,46415.98
4.02,34026.48
7.27,72179.77
1.06,6615.66
6.17,58043.58
6.41,60902.71
3.15,31386.17
5.94,69638.08
4.9,49399.93
4.13,44626.08
4.77,48848.32
4.39,39785.22
4.53,54113.03
6.42,68467.69
5.4,58474.74
3.4,29721.51
6.89,72832.16
4.01,33661.47
3.98,42735.43
4.62,44443.08
1.25,9223.04
3.12,28717.22
2.05,16865.37
0.57,-3518.29
7.9,70122.18
2.83,30954.18
2.86,21663.44
7.1,75632.21
6.13,61169.83
6.15,61021.75
4.08,43336.48
3.62,39060.21
5.19,49404.83
9.35,99096.26
6.29,70972.86
3.59,25892.45
9.06,90148.82
3.56,27754.35
6.07,54031.13
6.36,58850.83
2.83,28408.52
5.38,56549.15
7.37,75880.55
5.2,51378.19
7.32,69336.09
6.76,62546.89
5.51,47719.6
6.96,64784.02
3.13,32227.19
6.0,72769.12
7.84,69531.82
3.35,40239.42
1.14,10069.78
4.58,44000.4
5.39,47107.01
5.16,49854.9
7.68,71067.65
5.84,64973.3
7.3,74370.98
6.12,61925.7
6.83,63937.59
8.62,79477.37
4.17,40831.65
4.67,42550.41
5.36,49638.23
2.11,22021.2
4.5,46222.66
6.34,67424.82
7.01,72986.99
2.96,23312.96
5.55,59685.77
6.34,64147.15
4.16,43177.99
4.71,49052.66
2.9,26509.31
5.31,50834.88
8.15,87933.04
3.43,32787.53
6.17,63957.64
6.84,65762.67
3.78,35852.83
5.71,63233.21
9.43,101214.56
5.41,53825.41
6.38,58102.22
4.95,55453.56
4.52,44015.13
2.75,30459.38
4.67,45706.61
4.01,38073.01
1.48,24693.67
7.67,82478.0
6.94,69898.67
2.84,24071.48
4.29,39246.42
7.54,81519.52
3.61,44032.61
6.72,68085.27
3.51,34034.59
-0.09,-3985.75
5.21,47909.12
8.01,82793.45
7.08,73632.79
4.78,46541.69
3.68,37679.35
3.31,30758.83
7.64,79151.34
3.67,39394.72
4.35,36732.84
1.73,6094.73
5.98,63304.04
5.43,55807.59
3.23,24047.27
5.61,47726.02
2.38,26162.14
3.81,43567.34
6.06,63659.71
4.46,48258.07
3.29,27676.54
4.27,36300.24
4.64,43604.65
0.76,5980.68
6.32,62890.82
3.46,29474.34
3.53,38385.29
1.43,20075.17
6.85,62472.27
6.43,57667.12
4.05,43446.79
3.2,31880.37
6.29,68769.13
6.1,67207.99
7.29,67433.81
2.64,23375.14
4.02,41639.79
4.66,43169.53
6.36,65884.41
2.92,33562.71
-0.81,-17810.59
4.34,45350.63
1.33,8010.64
5.67,64779.08
5.9,54124.54
2.65,20553.56
6.41,71685.53
2.53,28994.99
6.72,73878.91
6.99,77169.49
6.89,73655.49
3.75,42307.33
9.39,91840.88
4.83,49378.18
5.36,51054.91
5.13,52849.81
4.03,36553.6
5.59,54231.43
5.33,54816.55
3.36,37014.94
5.8,58730.38
6.21,66210.35
7.56,78203.96
3.81,36370.32
7.31,67635.36
5.51,52644.52
4.31,42116.19
5.77,56464.36
3.92,34890.4
6.84,65978.38
4.64,44074.69
1.79,18836.06
4.81,52533.42
3.23,22121.78
6.59,66942.15
9.97,99183.42
6.72,75018.06
7.38,67514.47
6.25,66993.23
4.96,54469.49
3.04,31567.73
5.16,49889.91
4.58,47792.36
6.57,73303.85
4.77,52939.77
4.92,53759.86
4.72,43325.74
2.17,14598.23
1.68,20734.72
4.59,45289.54
5.27,63451.34
3.93,35510.91
4.17,39528.65
5.68,56752.05
8.64,83587.01
3.92,33228.19
6.4,63105.73
2.7,26178.86
4.04,38072.83
1.6,10906.14
0.49,3239.02
3.95,36488.71
5.66,58236.31
5.43,57085.69
8.73,84987.92
3.72,37818.18
2.46,22115.82
4.39,43658.45
5.18,52560.24
6.03,54497.63
3.92,37738.99
3.0,25508.94
5.46,60097.32
4.13,37734.58
5.19,57382.04
5.57,54929.25
3.89,34724.54
1.16,12569.11
2.82,27971.95
4.64,43996.38
6.25,69871.96
4.83,53741.39
3.39,35816.63
5.42,54258.7
7.44,77682.41
0.68,-1530.33
2.01,22300.25
4.74,55565.56
5.68,59415.37
5.31,59683.47
6.36,66010.12
5.9,61124.23
5.76,59449.85
7.56,73187.08
4.43,40234.64
5.97,54115.32
5.11,50605.01
6.09,66400.27
1.63,20969.63
5.61,57555.63
5.91,54001.68
5.45,49193.66
7.74,77968.06
2.55,29282.35
4.79,55458.28
6.84,63355.28
7.74,72297.2
6.73,71622.44
7.88,79106.71
9.78,101147.37
5.1,49480.9
5.83,64214.27
5.04,52607.02
5.07,47209.64
4.3,43281.02
1.29,11206.79
3.99,42202.03
6.11,60921.66
4.2,47610.23
6.71,68436.08
4.98,37841.35
3.13,44392.46
4.04,42947.11
4.22,36474.45
7.89,74500.84
2.34,22096.27
4.43,48669.97
5.28,55220.58
0.98,8484.96
3.6,34157.09
5.64,54392.66
2.32,27460.94
5.43,55522.45
6.51,66651.85
4.31,36766.58
